State_Name,City,Zip_Code,Lat,Lon,Mean,Median,Stdev
Illinois,Chicago,60657,41.9347312,-87.6346613,66627,39274,66074
Illinois,Chicago,60614,41.926811,-87.6426051,84713,67533,66772
Illinois,Chicago,60657,41.928945500000005,-87.6608922,139674,300000,90659
Illinois,Chicago,60614,41.9217778,-87.6510614,97440,71069,76233
Illinois,Chicago,60614,41.9142425,-87.62509240000001,112567,104894,61768
Illinois,Chicago,60610,41.9075537,-87.6267897,125447,112880,88353
Illinois,Chicago,60610,41.9058588,-87.63090079999999,95431,101592,58696
Illinois,Chicago,60610,41.9002655,-87.6321089,94403,300000,53619
Illinois,Chicago,60610,41.89915379999999,-87.626212,106815,61702,88523
Illinois,Chicago,60647,41.921125599999996,-87.69975409999999,62390,49719,51452
Illinois,Chicago,60610,41.8983354,-87.6207531,103534,85645,72638
Illinois,Chicago,60610,41.892559000000006,-87.62623,105234,83428,68215
Illinois,Chicago,60610,41.89799,-87.641487,136276,133135,92240
Illinois,Chicago,60631,41.999112700000005,-87.81636440000001,94070,84221,68786
Illinois,Chicago,60631,41.995658299999995,-87.7943145,75901,300000,46371
Illinois,Chicago,60631,41.9889687,-87.8180411,92126,70041,68107
Illinois,Chicago,60656,41.9792049,-87.7974007,76401,64415,47874
Illinois,Chicago,60646,41.987475599999996,-87.7696729,123550,300000,82252
Illinois,Chicago,60630,41.972953600000004,-87.7726114,71379,60056,64812
Illinois,Chicago,60646,42.0019817,-87.77500649999999,132067,124634,83057
Illinois,Chicago,60647,41.912008,-87.70436550000001,55953,37846,53724
Illinois,Chicago,60646,41.9911122,-87.740066,139235,145902,72977
Illinois,Chicago,60625,41.9865589,-87.7133915,99150,81779,61002
Illinois,Chicago,60625,41.9725485,-87.72378909999999,56920,300000,36818
Illinois,Chicago,60625,41.9653619,-87.7318319,66617,48776,60243
Illinois,Chicago,60625,41.963548200000005,-87.7135753,57811,35540,55642
Illinois,Chicago,60641,41.960674700000006,-87.7524131,71365,56846,61488
Illinois,Chicago,60630,41.9645676,-87.77226479999999,67671,50658,58637
Illinois,Chicago,60634,41.9567784,-87.7818414,57024,47202,39982
